answer_content,answer_id,answer_voted,question_id,user_id,user_agrees,user_edu,user_exp,user_followed,user_helped,user_interest,user_intro,user_recommends,user_saved,user_specialty,user_thanks,question_tags,question_content
negat hiv ,1874004,1,1032744,11885554,"16,052",univers toledo colleg medicin  oh,32years,"[7569692, 7401832, 10038868, 10071091, 11447928, 10056546, 11193644, 11050720, 11126794, 10073610, 10014830, 10052334, 10014441, 12770019, 11387377, 12653404, 10004448, 10013293, 11204938, 10052353]","18,555,109",diabet  women health  hyperlipidemia  hypertens,famili practic deal type problem,impress dr  minich point answer knowledg  depth  wit  kind   high recommend anyon look care   servic specialti without reserv      jame chinti lin    dr  minich dedic doctor  activ answer complex medic question compass  insight  provid practic solut  recommend patient  great healthteam expert   high endors dr  dian mimich expert field asset healthtap communiti expert  knowledg  insight empathet  think asset  physician panel   learn great deal dr  minich healthtap learn great deal thought  expert  help answer patient  look forward learn  recommend dr  minich  provid valuabl servic public via healthtap  provid sensibl  accur respect input  endors dr  minich   dr  minich extrem knowledg physician obvious care great patient health  terrif asset healthtap communiti,56.0,famili medicin,"3,086",human immunodefici virus  sexual intercours  pcr  polymeras chain reaction  ldl  sex  hiv,protect sexual intercours csw one year test hiv pcr test result viral load less ldlldl10 copi ml mean help
misinform silli  yore twenti year old hormon rage  regardless  men lose hair templ near age 20 yore hairychest  progress natur unless choos treat  mr  statham photo isnt bother  right  stop believ foolish tale enjoy male prime get physic fit ,1512171,2,1032792,10038619,"39,410",northwestern univers feinberg school medicin  il,39years,"[11080084, 10003512, 10056744, 10057041, 11682263, 10038441, 10005107, 10040212, 10049991, 10007158, 11447928, 10009095, 11045923, 10056456, 11158724, 10045171, 10003619, 10049366, 10530715, 11168851]","137,351,056",cancer  acn  human immunodefici virus  nutrit  femal health  child health  breast cancer  male health  vitamin defici  breast carcinoma  pap smear  scar  exercis  anemia  lung cancer  iron defici anemia,human background boardcertif anatom patholog  clinic patholog  ringsid medicin  patholog guy accident creat one first medic site provid inform individu 1990s  headi time handl 2030 question like per day  http:  www pathguy com remain popular site patholog teacher  learner  curious public  chair patholog depart kansa citi univers medicin bioscienc sinc februari 1992  medic school roommat  distinguish radiologist joe panella md  describ loner know doesnt whistl  patholog guy glad see mani colleagu answer public question  keep teammat  love medicin  love humankind ,delight read dr  friedland post  direct advic person clear  hes kind tell like  without waffl   also recogn full well deserv respect  frank  honesti dose wisdom  whether patient  public  peer   knowledg capabl convey thought clear way  uncommon gift empathi ask question  yet answer direct unhesit  pleasur read respons learn  pathologist find refresh convers live  dr  friedland excel physician realli know talk  sincer happi connect healthtap  high recommend dr  friedlander: straightforward excel answer great resourc patient  drs  thank dr  friedland   dr friedland extrem knowledg physician continu give superb advic incred rang medic condit  hi9 answer alway accur  total reliabl  fortun colleagu healthtap   former student dr  friedland say quit brilliant quick often insight help wittic   great love medicin  believ  even greater love teach medicin other   knowledg individu  privileg attend patholog cours medic student kansa citi  mo  appreci contribut educ valu solid core foundat contribut provid ,258.0,patholog,"13,141",bald  depress  hair loss  hormon  masturb  ejacul  dihydrotachysterol  dht  melancholia  dermatolog,help doctor say excess ejacul masturb increas hormon level  dht product bodi caus bald depress  
normal find amaz often women ask vein breast  occasion spider vein most blue vein  almost alway normal find normal variat chest vein  tend pronounc fair skin femal may relat hereditari factor even pregnanc  treatment necessari unless cosmet ,1483347,0,1034457,12271864,"2,370",medic colleg wisconsin  wi,42years,"[7553169, 11395347, 11755506, 10004095, 10014642, 10058367, 10014088, 12735463, 10025116, 12229824, 11146675, 10010580, 10532678, 10003218, 10014299, 10038570, 10002907, 11188319, 10014830, 10057039]","1,553,768",varicos vein  vein  spider vein  sclerotherapi  laser treatment leg vein,medic colleg wisconsin 1974 surgic intern  resid chief resid 19741979 vascular surg  fellow 19791980 privat practic general   vascular surgeon 1980present  diplom american board phlebolog 2008 rpvi  rphs practic almost exclus vein treatment  http:  www vanishvein com aboutdrlandi,dr  landi amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  landi amaz doctor #nationaldoctorsday2015 #virtualflower1,7.0,phlebolog,849,digit mammogram  mammogram  breast exam,im 68 visibl blue vein left breast  noth right  mammogram 4 mos ago breast exam doc 3 mos   vein sign bc
yes concern mom health  discuss doctor decid best   famili member friend make comfort possibl good luck,1464786,0,1037101,10056780,"20,991",andhra univers  guntur medic colleg  india,51years,"[11080084, 10056546, 10003512, 10040183, 10014285, 10051802, 10040212, 10049991, 11395347, 10007158, 11447928, 11755506, 10009095, 11045923, 10014353, 11048549, 10056456, 11125645, 10003619, 10530715]","25,344,802",cancer  hernia  hemorrhoid  wart,practic retir chairman surgeri 24 year major teach hospit brooklyn  rate top surgeon  castl connaley ,word wild talent clear appli dr  rao  find world class work high person great bedsid manner  recommend vigor colleagu patient alik healthtap  dr rao incred knowledg general medicin addit special surgeri   thought answer reveal knowledg care physician  valu dr rao contribut health tap   fulli recommend dr  rao anyon need help provid wonder answer seem care deepli field medicin   great physician colleagu  dr rao provid outstand public servic healthtap  dr  rao knowledg general surgeri medicin general  recommend dr  rao   appreci dr  rao  care knowledg help patient doctor alik healthtap   thank dr  rao  recogn emin  dr rao help ton peopl get better thought answer wise advic ,64.0,general surgeri,"4,464",hyperbar chamber  hyperbar oxygen therapi  procedur hbot,mom 72 breast cancer spread brain reciv hyperbar oxygen therapi larg knot upper thigh im concern
get refer ask mom dentist refer someon diagnos treat  sometim simpl adjust bite time special design occlus splint help tremend  stress factor grind teeth bite problem  good luck ,1467459,1,1038621,10527912,"2,480",univers pacif dugoni school dentistri,18years,"[10004464, 11089577, 11188319, 10002907, 10014428, 11045923, 10049935, 10011998, 12543253, 10007158, 11183952, 11183703, 10000414, 10056456, 11499112, 10056048, 10054675, 10014299, 11109271, 10014830]","2,296,750",teeth  root canal  dental care  tooth pain  dental health  hsv  gum diseas  antibiot  dental xray,help peopl achiev optim oral health respect educ  integr  superior servic  team creativ  inspir provid comfort  care experi patient  plain enthusiast help ,dr kattuah  wonder succinct accur answer   high recommend   dr  e  millner  knowledg excel  thorough  point  answer advic   accur time respons ,13.0,dentistri,"30,194",stress  tmj syndrom  jaw pain  wisdom teeth  dentistri,im 17 jaw pain 9 week mom dentist say tmj due stress never look jaw wisdom teeth alreadi hurt open 
tough situat notic yore clench lot  day  night  let mom know well lab made occlus guard made  anoth option go local drug store buy boil bite applianc like doctor night guard give tri  hope help ,1470925,1,1038621,11092382,"1,879",nan,26years,"[11080084, 11387377, 11089577, 10002907, 11832999, 11109271, 11183952, 12543253, 10057039, 20596297, 10075023, 10000094, 12515014, 11069799, 12292890, 10531157, 11089553, 11951132, 11185887, 11399024]","1,607,761",nan,nan,dr  jalal knowledg  kind  trustworthi  dedic  compet dentist  trust  famili   relat patient   thank year altruist dedic art scienc   wonder dentist  great dentist,3.0,dentistri,619,stress  tmj syndrom  jaw pain  wisdom teeth  dentistri,im 17 jaw pain 9 week mom dentist say tmj due stress never look jaw wisdom teeth alreadi hurt open 
systemat someth get better stress someth alway hurt  muscl pull jaw lead pain point attach bone  inflamm type pain respond anti inflammatori drug like aspirin  ibuprofen naproxen  ebb subsid pain differ day time ii probabl due stress  constant pain like infect ,2325457,0,1038621,12602845,149,univers minnesota school dentistri  mn,28years,"[11125605, 10531157, 11089553, 12551127]","132,326",botox  sleep apnea  endodont  dental implant  cerec,complet implant seminar implant continuum seri 1 2011 continuum seri 2 master seri 2012 dentaspa seminar botox derma filler cours d1 d3 lip prp advanc train 2013  take read cone beam dental ct scan sinc 2011  cerec owner sinc 2004 ,dr  andrea amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  andrea amaz doctor #nationaldoctorsday2015 #virtualflower1,1.0,dentistri,71,stress  tmj syndrom  jaw pain  wisdom teeth  dentistri,im 17 jaw pain 9 week mom dentist say tmj due stress never look jaw wisdom teeth alreadi hurt open 
antipsyhcot sever option avail  would encourag discuss doctor  sometim take coupl trial find good fit individu ,1470121,0,1039854,11199304,42,govern medic colleg  jammu univers,22years,[8165528],"42,454",suicid  hallucin  blister  liver diseas  prograf  melanoma  dermatolog  hypotrichosi  fine hair  thin hair  skin cancer  malign melanoma  dexil  child health  headach  dexlansoprazol  tri conceiv  finger stiff,nan,dr  chawla amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  chawla amaz doctor #nationaldoctorsday2015 #virtualflower1,1.0,intern medicin,37,vascular dementia  parkinson diseas  dementia lewi bodi  cholinesteras inhibitor  antipsychot,better altern risperidon  given side effect  discuss mom doc  tia develop occassion hallucin  lewi bodi dementia parkinson 
tmj pain area pain map muscl relat tmj show pain origin  two spot mention common one see tmj case ,1479356,1,1041580,11574383,646,medic colleg georgia school dentistri,41years,"[10011426, 10003512, 10051802, 11946059, 11682263, 12543253, 10000408, 12743300, 20596297, 10000414, 10049915, 12666211, 11885554, 11183687, 12770740, 11060227, 12438222, 11186954, 12515014, 11184184]","227,897",tmj syndrom  cosmet dentistri  orthodont  dental laser  dental implant,dr  bill william 38 year experi comprehens dentistri includ cosmet  implant  tmj  orthodont  laser reconstruct dentistri  master academi general dentistri intern colleg craniomandibular orthopoed  team dentist gwinnett gladiat well georgia forc  led mission team kenya  hondura tanzania past 14 year ,great dentist,1.0,cosmet dentistri,150,chronic pain  persist pain  tmj syndrom  dentistri  mri brain  mri  magnet reson imag,r area head would hurt u tmj mine hurt top  n front ear mri brain normal 41813 lot ha
tmj area note relat muscl spasm result bad bite   one sign tmj dysfunct  pleas see dentist train diagnos treat mani issu part tmd ,1479354,1,1041580,12292827,893,tuft univers school dental medicin,42years,"[11125605, 11183703, 12790320, 12363070, 12292890, 12281633, 11089553, 11446948, 26122730, 11153491, 12582025, 12558086]","526,145",sleep apnea  tmj syndrom  cosmet dentistri,dr  mark birnbach earn b  queen colleg cuni  dmd tuft univers  graduat  dr  birnbach spent year practic dentistri switzerland  return state  establish dental practic  concentr aesthet cosmet dentistri  creek side locat sinc 1977  taken 3 500 hour continu educ  one dentist world complet full mouth reconstruct cours las vega institut advanc dental studi  mark instructor  conduct dental seminar aesthet dentistri thrice award clinician year boulder dental studi club  spare time  mark like get take advantag live beauti area     enjoy fresh powder mountain winter  ride road bike jamestown  carter lake  rabbit mountain  avon top vail pass particip fund rais ride like davi phinney road victori bicycl classic support parkinson research buffalo classic centuri ride fund raiser scholarship cu student  also enjoy travel take photo mani memor place hes fortun enough visit ,great doc,1.0,cosmet dentistri,185,chronic pain  persist pain  tmj syndrom  dentistri  mri brain  mri  magnet reson imag,r area head would hurt u tmj mine hurt top  n front ear mri brain normal 41813 lot ha
could tmj area mention common tmd  see tmj expert exam  dentist tmj expert proper train experi  common  oral surgeon  prosthodontist  orofaci pain specialist  ask md  dentist dental societi referr ,2230610,0,1041580,12543253,"13,246",univers washington school medicin  wa univers pittsburgh school dental medicin  pa,40years,"[7569692, 12838194, 7553169, 12838195, 7401832, 10001527, 10056048, 10005868, 10011107, 10013908, 10038441, 11946103, 20680097, 11447928, 10056546, 11193644, 10073610, 10014830, 10052334, 10005507]","7,734,960",oral surgeri  oral maxillofaci surgeri  tooth pain  manag tmj  dental pain  wisdom tooth extract  deal wisdom teeth  facial pain  facial plastic surgeri  tmj surgeri  oral cancer  botox  acn  open repair jawbon fractur,dmd  md  fac  licens medicin dentistri  board certifi oral  maxillofaci surgeri  otolaryngolog head  neck surgeri  facial plastic reconstruct surgeri  past full time faculti uc davi medic center  sacramento  ca  current clinic faculti univers washington school dentistri  seattl  wa  practic consist tmj facial pain disord  facial plastic reconstruct surgeri  current full time privat practic sacramento  ca  87 scripp drive  suit 112  sacramento  ca 95825  offic phone 9165703088 ,train  licens   board certifi medic otolaryngolog facial plastic  reconstruct surgeri dental oral  maxillofaci surgeri dr gallia possess incred impress breadth train  knowledg  experi field   answer question clear  precis   help pleasur recommend high inde   although live far dr lou  chanc see recommend  accolad patient satisfact  high recommend dr lou experi  recognit nation devot communiti patient   great doctor  get right point  address issu straightforward manner tell follow  could want  glad healthtap com  impress tmj expertis   known dr  gallia extrem knowledg oral surgeon pleas way teat patient   hesit recommend   dr  gallia expert field high recommend search answer relat ent  maxillofaci  tmj  relat area interest  basic surgeon  best best experi oral surgeon mani addit specialti  definit good hand high recommend,11.0,oral maxillofaci surgeri,"1,445",chronic pain  persist pain  tmj syndrom  dentistri  mri brain  mri  magnet reson imag,r area head would hurt u tmj mine hurt top  n front ear mri brain normal 41813 lot ha
keep eye crackl pop knee caus concern unless pain  associ lock  swell secondari injuri  various benign condit caus includ enlarg fat pad plica band  develop symptom  would recommend see orthopedist ,1487681,0,1050637,12499996,314,univers arizona colleg medicin  az,19years,"[11061343, 11520083, 12647755, 11885830, 12668862]","359,766",knee injuri  arthroscopi  orthoped surgeri  sport medicin  shoulder injuri  fractur,board certifi orthoped surgeon  board certifi orthoped sport medicin ,dr  khubchandani amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  khubchandani amaz doctor #nationaldoctorsday2015 #virtualflower1,,orthoped surgeri,96,nan,notic squat knee joint make weird crack nois   doesnt hurt sound like im crack knuckl  strech almost daili 
call dentist symptom infect  best thing see dentist diagnos exact problem  antibiot may perscrib  antibiot may help feel better cure problem  treat infect cure  see dentist asap  delay make thing wors ,1495101,1,1053684,11183703,"8,336",suni buffalo,31years,"[11080084, 10000610, 11682263, 11946059, 11889558, 10000408, 10010426, 10007158, 11045923, 10000059, 10003619, 10049366, 10530715, 11089577, 12543253, 10000414, 10027730, 11208135, 12653404, 10052978]","6,230,693",tooth pain  root canal  dentistri  tmj syndrom  tooth abscess  dri mouth  dental health  dental abscess  aphthous stomat  teeth  teeth clean  dental anxieti,nan,recommend doctor   insight learn someth new answer  top doctor  lucki dr eleczcko contribut healthtap   knowledg  care  answer well found scientif fact   excel dentist  inform help answer  knowledg  dedic care dentist   thank valuabl contribut,16.0,dentistri,"1,728",swollen gland  enlarg lymph node  enlarg gland  antibiot,sore pain tooth  sore jaw swollen gland side   antibiot help  swell gum around tooth 
