answer_content,answer_id,answer_voted,question_id,user_id,user_agrees,user_edu,user_exp,user_followed,user_helped,user_interest,user_intro,user_recommends,user_saved,user_specialty,user_thanks,question_tags,question_content
dental abscess way get rid dental abscess either extract involv tooth possibl perform root canal therapi affect tooth  noth els irrad infect noth,1604179,0,1157730,12292890,"1,594",templ univers school dentistri,31years,"[10005831, 10014441, 11080084, 10049935, 10530701, 10014676, 10014592, 11125605, 11208135, 10005107, 10014305, 10010724, 10038441, 10530715, 10057041, 10000070, 10052353, 10038868, 10019047, 10049933]","1,123,644",snore  sleep apnea  cosmet dentistri  dental laser  periodont scaler  er:yag laser,undergrad muhlenberg colleg 1979  templ school dentistri 1983  marri lauri 6 kid 1 granddaught  certifi biolas waterlas md 2005  certifi orapharma lectur local administ antibiot arestin periodont treatment 2009  avid golfer ,great answer healthtap   im glad dr  jakavick help patient educ us  recommend    recommend  dr jakavick   clear   knowledg dentist          learn  lot    high recommend dr  jakov skill  knowledg  compass  precis   knowledg  dedic care dentist  excel answer advic   dr  william jakavick outstand cosmet dentist   recommend high   great doctor  consist give thought  insight expert advic ,5.0,cosmet dentistri,326,abscess  tooth abscess  dental abscess  swollen face,saw dentist tooth abscess  take amoxicillin three day  face jaw swollen face turn yellow  start take 2500 mg cocodamol approxim everi 45 hour  ido
gerd possibl  would ask internist ,1604610,1,1158246,11154534,853,albert einstein colleg medicin yeshiva univers,28years,"[11080084, 10014033, 11387377, 10005496, 10014353, 10038570, 11109271, 11079326, 11196657, 11168851, 10524710, 11060227, 10002046, 10049971, 11069799, 12740940, 10009814, 12663161, 11186057, 12558073]","701,675",congest heart failur  cardiac arrhythmia,ski  triathalon,dr  zanger amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  zanger amaz doctor #nationaldoctorsday2015 #virtualflower1,5.0,cardiolog,452,chest pain  belch  flatul  cough  breathless  chest tight  chest pressur  angina  electrocardiogram  gastroesophag reflux diseas,short breath  chest pain  burp fart lot  cough wont go away  noisi stomachnot hungri  stomach cramp  ekg chest xray 2 week ago clear  gerd
comparison ct  mri indirect visual modal  unlik colonoscopi direct optic exam colon line  small lesion may detect threshold scan  also  colonoscopi afford opporun biopsi colon line  remov upon detect colon polyp find ct mri prompt undergo colonoscopi get  well therapeut ,1614254,1,1164193,10014887,"22,969",state univers new york upstat medic univers  ny,34years,"[11080084, 10056546, 10073610, 11387377, 10003512, 10005496, 10000610, 10002907, 10040183, 10057041, 10000041, 12229824, 11682263, 12324491, 11125605, 10000408, 10010426, 10038441, 11146675, 10005107]","40,427,370",gastroenterolog  irrit bowel syndrom  heartburn  colonoscopi  endoscopi,dr  cattano immediatepast chief medicin ann arundel medic center  john hopkin affili hospit annapoli  md  fellow american colleg physician facp  american colleg gastroenterolog facg  american gastroenterolog associ agaf  repeat vote peer top doc gastroenterolog local state level  addit  enjoy healthtap top gastroenterologist nation rank mani year run  dr  cattano highlight dozen whos directori  serv princip investig numer clinic trial  longstand member mensa  complet 1989 two fellowship simultan adult gastroenterolog hospit univers pennsylvania metabol diseas children hospit philadelphia  preced resid northwestern univers chicago  medic school sunyupst syracus  serv faculti duke univers univers pittsburgh  current  consult nation clinic gastroenterolog  intern pharmaceut develop  adjud multipl state regard peer review qualiti determin  love teach  serv numer speaker panel  contribut leadership health program rank captain us air forc auxiliari  civil air patrol ,dr cattano provid though  interest  accur understand respons healthtap   provid excel servic public  learn read input  recommend dr  cattano   much enjoy dr  cattano insight thorough answer  patient question site   high recommend  sourc gi knowledg   great work   enjoy read dr  cattano respons healthtap  teach someth everi time   hes wonder physician contributor  high recommend  concis answer  compass experi get dr cattano answer one question   great valu healthtap communiti  dr  cattano font wisdom  everyon  doc patient  profit excel post   courtesi respect us also admir   dr cattano obvious  onlin answer  knowledg compet gastroenterologist  would patient live area ,76.0,gastroenterolog,"16,364",abdomin discomfort  abdomin pain  nephrolithiasi  kidney stone  cancer  colon cancer  belli pain  comput tomographi  colon,abdomin ct rule kidney stone abdomin pain w contrast detect colon cancer
mayb  yes mayb antidepress work best moder sever depress  mild depress talk treatment may effect  yes  factor besid low serotonin consid  younger patient increas risk antidepress caus suicid behavior  risk involv treatment strategi medicin  henc motto  harm ,1635673,1,1179687,10052575,"2,892",institut medicin rangoon  burma,50years,"[10038441, 10019047, 11061343, 11499250, 11045923, 10014592, 10523999, 11208135, 11889558, 12381652, 11096612, 10014299, 10075023, 10040414, 10054675, 11060227, 10003690, 11827603, 12515330, 10010193]","802,927",suicid  depress  suboxon  bipolar disord  drug addict,medic degre institut medicin  rangoon  burma  psychiatri train england  studi institut psychiatri  london  practic psychiatri asia  europ unit state  research experi public psychopharmacolog  addict medicin pain manag  held teach appoint univers north carolina  ut southwestern medic center dalla texa  southern methodist univers dalla  texa  serv medic director psychiatr hospit addict treatment center north carolina  maryland texa ,thank valuabl contribut  great answer,5.0,psychiatri,567,antidepress,true anti depress prescrib depress alway result low serotonin case pill make suicid
alway ibuprofen general well toler worsen high blood pressur kidney function  sinc multipl medic effect blood pressur kidney function  would check doctor first take ibuprofen regular ,1633057,0,1184903,12602864,7,ucla school medicin  ca,22years,"[20639615, 10005135, 9248121, 7511720, 7244572, 10006568, 7261472, 7158223, 7057469, 7620034, 7112238, 7433612, 7122676, 7767422, 7839409, 7236994, 7555230, 7611637, 7905611, 8170338]","8,694",cardiovascular diseas  critic care  coronari arteri diseas  intern medicin,nan,dr  mcpherson amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  mcpherson amaz doctor #nationaldoctorsday2015 #virtualflower1,,cardiolog,5,heart failur  metoprolol  zestril  rufen  prinivil  nuprin  motrin  hypertens  lisinopril  klorcon,safe take ibuprofen metoprolol  lisinopril hctz  klorcon 10
combo experienc combin sedat effect medic  talk doctor adjust dose time take ,2240516,0,1195610,10014299,"57,618",medic colleg baghdad virginia commonwealth univers school medicin  va,26years,"[7569692, 7401832, 10027677, 7430770, 10013897, 10014441, 10049935, 10014676, 10014592, 10049331, 11193644, 11832987, 10057975, 10038441, 10013875, 10038551, 10057031, 10014353, 10064429, 10040212]","177,466,560",depress  bipolar disord  panic attack  sleep  anxieti  adhd  feel anxious  psychiatri  adderal  alprazolam  zoloft  ritalin  nervous  borderlin person disord  citalopram  prozac  bupropion  celexa  schizophrenia  anorexia,graduat medic colleg virginia practic psychiatri 20 year  current privat practic along fulltim work attend md residenti treatment center adolesc newport news  virginia  interest expertis includ mood disord  anxieti depress  panic disord  consult liason psychiatri  well addictionolog  board certifi general psychiatri  adolesc psychiatri ,dr  ali extrem knowledg  answer alway provid wealth resourc accur inform  expertis medicin psychiatri togeth compassion clinic excel  give best standard ethic care health tap  high recommend dr  ali   dr  ali alway readi jump help patient healthtap hes high knowledg share expertis generous  imagin patient consid kind approach  feel lucki corner   dr  ali easili one ubiquit presenc healthtap  share huge breadth knowledg  wisdom  wit   ive learn great deal  grate presenc   thank  dr  ali  alway see dr ali onlin give expert advic fear height  bipolar disord  panic attack  borderlin person disord  adderal  also review app major contribut health tap communiti  recommend dr  ali dedic healthtap  clinic judgment  fund knowledg empath interact ask question  excel clinician respons trust   dr  ali give superb advic mani differ area apart excel answer branch psychiatri  person learn much thank ,118.0,psychiatri,"10,454",zoloft  trazodon  sertralin  seroquel  quetiapin  divalproex  desyrel  depakot,im 100mg trazodon  100mg zoloft 1000mg depakot 2mg risper  seroquel xr 150mg night  feel high 30minut later happen
yes tmd varieti symptom  tight jaw muscl creat tension jaw joint tmj  tight jaw muscl result clench grind night previous dr  correct state  usual caus muscl contract night put strain muscl  joint teeth respons muscl bite imbal  see tmj specialist ,1652895,0,1209112,12558086,449,univers texa dental branch  houston  tx,30years,"[11080084, 12515330, 11125605, 10038570, 11045923, 11387377, 10075023, 11499112, 11159654, 11183952, 10002337, 12423832, 10013880, 12463891, 10013919, 12324450, 11186954, 12515014, 12292890, 10531157]","350,774",tmj syndrom  dental implant  sleep  cosmet dentistri  manag tmj  frequent headach  treat headach  emerg dentistri  obstruct sleep apnea,practic general dentistri sinc 1985 austin  tx  advanc train pankey institut advanc dental studi  abl develop high effect treatment modal peopl deal tmj pain  headach  jaw pain chronic continu dental pain,great doctor  consist give thought  insight expert advic ,,dentistri,136,tmj syndrom,jaw tens wont releas one side   doesnt lock realli tight   could tmj without click 
stroke  emg test c spine ok,1655338,0,1210643,10014088,"15,830",medic colleg wisconsin  wi,23years,"[11080084, 10538896, 10003512, 10057041, 11682263, 12324491, 11946059, 10523999, 11889558, 10000408, 10051802, 10049991, 10007158, 11447928, 11755506, 10013299, 11045923, 11048549, 10056456, 10014428]","66,506,589",sleep  femal health  acn  diabet  cancer  depress  child diabet  facial pimpl  lose weight  asthma  diabet risk  cerebr apoplexi  laparoscop surgeri  sleep disord  foul tast mouth  feel anxious  drowsi  fever  weight loss program  intern medicin pediatr,clinic pharmacist  most infecti diseas nutrit support hospit icus 20 year prior go medic school medic colleg wisconsin  also complet internship resid affili hospit medic colleg wisconsin intern medicin pediatr  serv chief resid final year  board certifi fellow intern medicin pediatr love give qualiti  compassion care patient specialti  also close board certif cosmet medicin  enjoy go mission trip central america learn spanish serv spanish popul area  area medicin interest  recent board certifi addict medicin,dr davi come ht uniqu medic train background uniqu skill  come uniqu answer insight forum  compet  dedic  compassion physician truli pleasur recommend  dr  davi knowledg  hardwork physician  provid help  practic respons kind question adult pediatr medicin   im glad healthtap colleagu  high recommend   dr davi shown level care straightforward communic rare doctor today   genuin individu obvious dedic patient   highest recommend   dr  davi smart give great advic   background clinic pharmacist certain enhanc understand complex medic condit treatment   highest recommend  dr  davi extrem knowledg care physician continu learn read answer  asset patient healthtap communiti   concis answer  compass experi get dr davi answer one question   great valu healthtap communiti,58.0,intern medicin,"5,177",tingl  stroke  cerebr vascular accid  numb  mri  magnet reson imag,normal mri mra neck  carotid  posterior fossa  numb face  arm  leg  worri stroke
eye infect may infect eye  doc diagnos treat  id doc first go school ok  peac good health ,1673658,0,1223287,12611546,"7,844",lehigh univers arkansa colleg natur health,35years,"[11827603, 11125645, 10003048, 12543253, 11503571, 11208135, 10005085, 20596297, 12474082, 10014519, 12708434, 11946179, 11146675, 12653432, 11452544, 11125609, 11387377, 10054675, 12448499, 12743300]","6,586,355",holist medicin  integr medicin  manag high cholesterol,brother   doctor bernard seif  smc  edd  dnm christian monk roman cathol salesian tradit clinic psychologist  board certifi behavior medicin  also doctor natur medicin special chines medicin subspecialti medic qigong chines herb  brother bernard enjoy write monast mysteri book hike way keep balanc life ,dr  seif extrem knowledg care physician great deal offer patient  experi clinic psycholog  studi understand eastern western medicin  train nutrit medicin devout religi natur spiritu  excel doctor side mani reason   dr  bernard seif provid insight  holist recommend address bodi  mind  spirit  bring comfort seek answer difficult medic  psycholog condit  situat compass kind   high endors dr  bernard seif expert consult healthtap healthtap prime  comment astut  insight educ patient clinician alik  asset healthtap communiti   one need read dr  seif answer peopl question know genuin respect warmth other  abl share clinic acumen without use jargon access   great combin thought inform answer health tap train eastern medicin give truli holist perspect approach great resourc health tap   dedic commit provid qualiti health consult healthtap great admir true benefit patient  keep good work ,33.0,clinic psycholog,"2,137",red eye  sore eye,sore eye discharg eye stuck togeth  red eye stay school
depend femur may slip comlet  e  disloc  slip littl bit e sublux lead torn cartilag arthriti  like drive car lug nut loos hub tire  eventu wheel get damag wear prematur rotat improp  knee wear prematur  that arthriti ,203093,0,122907,10004472,"1,351",state univers new york upstat medic univers  ny,31years,"[10002907, 10049933, 10007158, 11083895, 10003218, 10049991, 10052978, 10526410, 10530715, 10005184, 10070747, 10006323, 10000201, 10011913, 12543253, 10010580, 10070348, 10054568, 10004281, 10538896]","737,289",knee replac  total knee replac  partial knee replac  knee arthroscopi  total hip replac  hip surgeri  robot surgeri,origin upstat new york  orthoped train univers florida gainesvill  fl practic focus adult reconstruct  includ hip knee replac surgeri  includ robot assist joint replac ,great doctor  consist give thought  insight expert advic ,5.0,orthoped surgeri,594,broken bone  disloc  ligament tear  exercis,torn ligament knee  femur actual slip top tibia could someth fractur use exercis bike  walk strength 
get check muscl strain  arthriti certain ur anxieti panic attack signific conttribut ur symptom could psychosomat  maint  good postur tri aerob exercis  medit  massag  humor romanc hope u feel better soon http:  www webmd com backpain default htm ,1684748,2,1230669,11505647,"6,646",far eastern univers  nicanor rey medic foundat far eastern univers manila  philippin,32years,"[10027677, 10011107, 10014441, 10056744, 11447928, 11080084, 12515330, 10049935, 11125605, 10045171, 10014305, 10057975, 10014569, 10038441, 11184711, 10530715, 10057041, 7742792, 12324491, 10040212]","35,169,223",nan,come beauti island philippin  wife bless practic medicin us  greatest countri world  could buy anyth credit obtain intern medicin resid woodhul hospit  brooklyn  new york citi 90s im humbl except achiev colleagu  peer  humbl serv lord  patient  famili emphas patient import complianc diet  exercis medic maintain good health spare time  play piano enjoy play golf buddi check book wrote www maygodblessyou net  wonder year,realli enjoy read inform dr  bonuel provid   holist approach clear capabl think outsid box way realli benefit patient   provid excel servic public via healthtap   recommend dr  bonuel   dr  bonuel provid concis answer  link patient learn issu  excel doctor  appreci part health tap team outstand doctor   fulli recommend dr  bonuel anyon need help seem care deepli field intern medicin  great physician colleagu asset communiti healthtap  dr  bonuel care  knowledg physician share time healthtap generous   answer question whole person mind   recommend dr  bonuel   dr bonuel post alway thought provok   one truli see commit passion medicin   keep great answer come   thank care help health tap communiti patient doctor  keep great job,46.0,intern medicin,"4,552",back pain  headach  tingl  tmj syndrom  dentistri  pain back,rearneck back pain 2 mths  less get random daili tight front neck  face  jaw teeth  arm tingl  headach esp  sit long  most gone wake worsen gradual
warm compress 20 minut least 4x day  better 1014 day wors see doctor ,1688118,0,1232154,11885554,"16,052",univers toledo colleg medicin  oh,32years,"[7569692, 7401832, 10038868, 10071091, 11447928, 10056546, 11193644, 11050720, 11126794, 10073610, 10014830, 10052334, 10014441, 12770019, 11387377, 12653404, 10004448, 10013293, 11204938, 10052353]","18,555,109",diabet  women health  hyperlipidemia  hypertens,famili practic deal type problem,impress dr  minich point answer knowledg  depth  wit  kind   high recommend anyon look care   servic specialti without reserv      jame chinti lin    dr  minich dedic doctor  activ answer complex medic question compass  insight  provid practic solut  recommend patient  great healthteam expert   high endors dr  dian mimich expert field asset healthtap communiti expert  knowledg  insight empathet  think asset  physician panel   learn great deal dr  minich healthtap learn great deal thought  expert  help answer patient  look forward learn  recommend dr  minich  provid valuabl servic public via healthtap  provid sensibl  accur respect input  endors dr  minich   dr  minich extrem knowledg physician obvious care great patient health  terrif asset healthtap communiti,56.0,famili medicin,"3,086",nan,sister 14 almost 15 two intern stye one eye theyv week think see doctor
mayb start warm compress appli 23 time day 15 minut  tri week improv make appt see doctor ,1689682,0,1232154,12648862,25,emori univers school medicin  ga,16years,"[12543305, 7219200, 12350291, 9229491, 9229481, 7028269, 9229498, 7163376, 7128018, 7795323, 7219669, 7145732, 7611319, 7705530, 7555674, 7499614, 7809414, 7515035]","26,847",retin detach  diabet retinopathi,nan,dr  purohit amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  purohit amaz doctor #nationaldoctorsday2015 #virtualflower1,,ophthalmolog,10,nan,sister 14 almost 15 two intern stye one eye theyv week think see doctor
see dentist check ,2115039,1,1238776,11885554,"16,052",univers toledo colleg medicin  oh,32years,"[7569692, 7401832, 10038868, 10071091, 11447928, 10056546, 11193644, 11050720, 11126794, 10073610, 10014830, 10052334, 10014441, 12770019, 11387377, 12653404, 10004448, 10013293, 11204938, 10052353]","18,555,109",diabet  women health  hyperlipidemia  hypertens,famili practic deal type problem,impress dr  minich point answer knowledg  depth  wit  kind   high recommend anyon look care   servic specialti without reserv      jame chinti lin    dr  minich dedic doctor  activ answer complex medic question compass  insight  provid practic solut  recommend patient  great healthteam expert   high endors dr  dian mimich expert field asset healthtap communiti expert  knowledg  insight empathet  think asset  physician panel   learn great deal dr  minich healthtap learn great deal thought  expert  help answer patient  look forward learn  recommend dr  minich  provid valuabl servic public via healthtap  provid sensibl  accur respect input  endors dr  minich   dr  minich extrem knowledg physician obvious care great patient health  terrif asset healthtap communiti,56.0,famili medicin,"3,086",nan,wisdom tooth ach last two week heard ear said tooth sinc sore tri clean ear insid hear 
see dentist asap there tooth infect  inflamm spread surround structur  also typic lower infect molar affect ear nerv branch around area ,1697224,1,1238776,11184184,"1,198",univers illinoi chicago colleg dentistri uic,20years,"[11080084, 10005496, 10523999, 11045923, 10014830, 10056456, 10055089, 10049366, 12543253, 10025089, 10005831, 10027730, 10049935, 10049933, 12448499, 10052978, 11183703, 11195338, 10054675, 11183952]","876,750",tmj syndrom  tooth pain,general practition studi orthodont  orthoped  tmj  sleep medicin  fill use laser doesnt requir shot anaesthet type caviti  need dentur  geneva dentur bring back confid peopl lost teeth smile  veneer crown  root canal therapi  treatment gum diseas etc   procedur help  even tooth fractur gumlin  level still save  crown lengthen use laser  less invas procedur perform heal faster   tooth still restor instead replac implant  also reach chicago 3122636793 visit www loopdentalcarellc com,dr  mata welcom addit avvo communiti   answer well thought show take time provid truli valuabl educ insight patient   endors recommend dr  felicia mata wish best   endors dr  mata   quit appar care qualiti treatment well patient  also evid spend great deal time educ patient stress prevent care    would like endors dr  mata welcom avvo com communiti  provid public servic provid time  acur insight inform dental medic matter    endors dentist  dr  mata good profession dentist  would strong recommend anyon  thorough  accur  impress inde   great dentist downtown chicago,4.0,cosmet dentistri,296,nan,wisdom tooth ach last two week heard ear said tooth sinc sore tri clean ear insid hear 
wisdom tooth wisdom tooth pain caus refer pain ear  howev  hear affect  sound like ear wax plug extern ear canal  caus hear loss temporarili  seen ent doc clean ear canal ,1703662,1,1238776,12543253,"13,246",univers washington school medicin  wa univers pittsburgh school dental medicin  pa,40years,"[7569692, 12838194, 7553169, 12838195, 7401832, 10001527, 10056048, 10005868, 10011107, 10013908, 10038441, 11946103, 20680097, 11447928, 10056546, 11193644, 10073610, 10014830, 10052334, 10005507]","7,734,960",oral surgeri  oral maxillofaci surgeri  tooth pain  manag tmj  dental pain  wisdom tooth extract  deal wisdom teeth  facial pain  facial plastic surgeri  tmj surgeri  oral cancer  botox  acn  open repair jawbon fractur,dmd  md  fac  licens medicin dentistri  board certifi oral  maxillofaci surgeri  otolaryngolog head  neck surgeri  facial plastic reconstruct surgeri  past full time faculti uc davi medic center  sacramento  ca  current clinic faculti univers washington school dentistri  seattl  wa  practic consist tmj facial pain disord  facial plastic reconstruct surgeri  current full time privat practic sacramento  ca  87 scripp drive  suit 112  sacramento  ca 95825  offic phone 9165703088 ,train  licens   board certifi medic otolaryngolog facial plastic  reconstruct surgeri dental oral  maxillofaci surgeri dr gallia possess incred impress breadth train  knowledg  experi field   answer question clear  precis   help pleasur recommend high inde   although live far dr lou  chanc see recommend  accolad patient satisfact  high recommend dr lou experi  recognit nation devot communiti patient   great doctor  get right point  address issu straightforward manner tell follow  could want  glad healthtap com  impress tmj expertis   known dr  gallia extrem knowledg oral surgeon pleas way teat patient   hesit recommend   dr  gallia expert field high recommend search answer relat ent  maxillofaci  tmj  relat area interest  basic surgeon  best best experi oral surgeon mani addit specialti  definit good hand high recommend,11.0,oral maxillofaci surgeri,"1,445",nan,wisdom tooth ach last two week heard ear said tooth sinc sore tri clean ear insid hear 
treat immedi infect type potenti life threaten patient becom septic  one airway becom block  risk endocard dont delay get care immedi,1697264,0,1238776,11186954,"2,271",templ univers mauric h  kornberg school dentistri,38years,"[11080084, 10000408, 11045923, 10049366, 10530715, 12543253, 11208135, 11109271, 11183952, 11083895, 10010580, 11060227, 10014299, 11202683, 11499112, 11387377, 12743300, 11125605, 11144895, 12674604]","1,242,065",dental implant  child health  gum diseas  cari  gingiv  cosmet dentistri  dental care  dental cari  cosmet  teeth whiten  inflamm gum  dental health  teeth  eat healthier  malocclus  diabet type 1  diabet diet  tooth disord,immedi past presid montgomeri buck dental societi ada compon senior staff attend abington memori hospit ada general practic resid  director pennsylvania pda 2nd district  member ada  pda  pda membership committe  american academi implant dentistri  select fellow colleg american dentistri induct octob 2013  select fellow pierr fauschard academi  privat practic 30 year,alway excel thorough answer advic base upon knowledg  experi common sens   great doctor  consist give thought  insight expert advic ,2.0,dentistri,364,nan,wisdom tooth ach last two week heard ear said tooth sinc sore tri clean ear insid hear 
unlik technic possibl  sperm would surviv two oral caviti signific dilut saliva  relat small amount sperm sever million would travers vagin canal  enter cervix  uterus like fallopian tube  time cycl suggest could ovul soon  stds transmit oral sex  use safe sex ,1715680,0,1251763,12653432,"1,778",emori univers school medicin emori univers school medicin  ga,15years,"[7553169, 10056546, 10073610, 10005496, 11682263, 12324491, 10000408, 11395347, 11447928, 11755506, 11045923, 10014353, 11048549, 10005507, 10000059, 10049366, 11168851, 10003048, 12770019, 10000414]","1,123,227",arrhythmia  supraventricular tachycardia  heart diseas  atrial tachycardia  tachyarrhythmia  paroxysm atrial tachycardia  abnorm heart rhythm  heart arrhythmia  long qt syndrom  dofetilid  pacemak implant defibril,dr  foster  nativ san diego california graduat hampton univers  earn medic degre emori univers 2001  complet resid emori gradi hospit atlanta  georgia  award advanc cardiovascular imag fellowship tulan univers new orlean  complet two month studi  one physician remain new orlean hurrican katrina  instrument patient evacu effort later rebuild postkatrina healthcar infrastructur  dr  foster complet general cardiovascular diseas fellowship tulan  continu train clinic cardiac electrophysiologist univers toledo medic center  fellowship  remain  assist professor  enjoy teach  patient care  research public  dr  foster current hold four board certifications: clinic cardiac electrophysiolog  cardiovascular diseas  nuclear cardiolog  intern medicin  main area interest includ cardiac arrhythmia manag  cathet ablat includ cryoablat  syncop  cardiac implant devic implant manag includ subcutan icd  outsid interest first  famili run marathon  genealog research  woodwork ,dr  foster wonder physician colleagu often find answer question clear thorough involv incred divers subject mani area limit electrophysiolog  one thing said ep doc big brain medicin certain seem true case  care humbl  healthtap lucki   id like recommend dr  warren foster excel doctor  constant share expertis mani area medicin  kind  care answer  breadth knowledg vast  abil help make differ patient live make asset medic communiti health tap  dr foster extrem knowledg area cardiolog  year experi intern medicin certain shine answer   especi attent explan patient  make clear someth ignor  great addit healthtap   dr  foster wide knowledg base inform  would happili trust care  famili member  glad recommend  live toledo  pleas keep dr  foster mind heart arrhythmia  alway good electrician tap especi cardiac varieti  like dr  foster   understand volt  also master nut bolt medicin will share expertis us   nice   think might move ohio  go see dr  foster person ever get abnorm heart rhythm   broad rang knowledg subject well  skill patient communic ,3.0,cardiac electrophysiolog,295,sex  pregnanc  menstrual period,girl gave blowjob  kiss  gave oral sex  peni never touch vagina ejacul mouth   could pregnant period end last monday 
periodont appear infect area  need see dentist soon possibl,1840117,3,1271191,12474071,104,northwestern univers,30years,"[12323812, 12515014, 11153491]","33,116",inflamm gum  cosmet dentistri  dental implant,nan,dr  tamura amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  tamura amaz doctor #nationaldoctorsday2015 #virtualflower1,,cosmet dentistri,5,inflamm gum  gum diseas  gingiv,gingiv isnt get better use mouth rins   gum swollen around 3 teeth  tender  throb
mouth rins prescrib otc  pleas  see dentist ask referr periodontist order  that would want  specialist practic ,1729586,2,1271191,11159654,"14,750",mauric h  kornberg school dentistri    templ univers  pa,48years,"[11080084, 10073610, 10014441, 11946059, 10007158, 11045923, 10056456, 10000059, 10530715, 11089577, 10003048, 12543253, 12770019, 10027730, 11503571, 11208135, 11109271, 10014033, 11183703, 10014088]","17,807,397",orthodont  tooth pain  child health  dentistri  tmj syndrom  children health  surgeri  dental pain  oral surgeri  cari  abscess  dental care  oral maxillofaci surgeri  root canal  dental cari  dental health  tooth abscess  teeth  gum diseas  gingiv,orthodon specialist  orthodont exclus  growth develop supervis  brace much  40+ year experi clinic practic teach abroad  clinic professor orthodont  u p school dental medicin  make smile,dr  malerman invalu resourc thorough  sound advic   master art dispens larg amount wisdom 400 word   say medic doc dont know much matter front tonsil  learn much post  also shi reinforc wisdom peer medic dental profess   dr  malerman expert field know lot everyth  welcom asset healthtap great patient advoc   high recommend   dr malerman consist shown thought use advis patient interact   high recommend orthodont need   dr  malerman provid inform  tothepoint respons healthtap   hes clear knowledg care orthodontist   dr  malerman vast fund knowledg allow effect contribut onlin communiti health   dr  malerman answer truth  understand fountain vast dental knowledg  doff hat ,32.0,orthodont,"2,592",inflamm gum  gum diseas  gingiv,gingiv isnt get better use mouth rins   gum swollen around 3 teeth  tender  throb
dental evalu  perodix mouth rins antibiot therapi doxcylin  tjis dental issue: see dentist asap ,1729409,1,1271191,12423832,"11,665",autonom univers guadalajara faculti medicin  mexico,42years,"[10000408, 10013299, 12543253, 12770019, 11061343, 10014642, 10011998, 11208135, 11109271, 10005209, 12653404, 10074501, 11195338, 12735463, 20596297, 12790320, 10053027, 12653432, 10005184, 12708459]","18,096,298",dizzi  back pain  allergi  blister  diabet type 2  depress  amoxil  anxieti disord  asthma  streptococc infect  aerob exercis  depress adult  telemedicin  essenti hypertens  primari care facil,enjoy travel  sport  excercis  leisur read learn play guitar ,dr miller consist help patient colleagu  excel fund medic knowledg answer alway clear  concis help  fortun part health tap communiti   recommend dr  miller  dedic great doctor  provid good care patient offer use assert answer question  care thought   would like welcom dr  miller healthtap   provid excel servic public inform spot respons give  endors dr  miller   dr  miller care deepli patient  current knowledg skill  read voraci new medic research  recommend advic without reserv  dr philip miller excel physician knowledg passion top field great valu peolp  fl famili health tap  dr  miller well connect world medicin  share advic expertis benefit other need  high recommend     dr  jeffrey bassman,73.0,famili medicin,"4,385",inflamm gum  gum diseas  gingiv,gingiv isnt get better use mouth rins   gum swollen around 3 teeth  tender  throb
gumstooth abscess infect resolv home care  common type dental abscess tooth  second common gum combin toothgum abscess  order get appropri treatment import know under caus infect  rec : see dentist evalu  xray treatment ,1775681,0,1271191,12515014,"34,173",ucla school dentistri  ca,31years,"[7569692, 12838194, 7553169, 7401832, 11080084, 10538896, 10056546, 11193644, 10073610, 10003512, 7430770, 10056744, 10000610, 11092579, 10057041, 11642873, 11682263, 11827603, 10014441, 10523999]","23,996,936",tmj syndrom  sleep apnea  facial pain  trigemin neuralgia  headach disord,dr  paul grin accumul extens knowledg experi throughout 30 year practic manag complic case  board certifi orofaci pain doctor  fellow american academi orofaci pain  hold master   degre public health ,grate dr grin educ  us healthtap pain manag   moreov  grate open effect psychotherapi  encount mani pain practition devalu therapi unneed  medic solv everyth  dr  grin  reliev forward think  collabor  great guy  excel physician  wonder colleagu around genius area pain well surpris rang area   learn everi day recommend daughter read inform help sort tmj   hesit tackl question return clear explan complex issu season true compass   dr  grin wonder colleagu physician  knowledg multipl area scope pain manag  genuin compass evid way care patient  communiti physician healthtap well  lucki share wisdom us  endors dr  grin  provid excel servic public healthtap  medic inform  dr grin provid accur  understand  dr  grin clear knowledg pain manag medicin general   read dr  grin respons impress lucid explan issu difficult explain nonmed personnel  thorough  concis  provid excel advic   high endors dr  paul grin healthtap healthtap prime expert  commentari clinic insight astut educ patient physician  asset communiti ,79.0,pain manag,"5,306",inflamm gum  gum diseas  gingiv,gingiv isnt get better use mouth rins   gum swollen around 3 teeth  tender  throb
avoid take lyrica gabapentin mechan action work receptor bodi  therefor  recommend take  max dose  doctor may suggest increas dose either medic help control pain  anoth consider would tri differ class medic neuropath pain ,1733518,1,1274072,12675478,70,rosalind franklin univers  chicago medic school  il,7years,[10076610],"95,221",exercis  concuss  physic medicin rehabilit  traumat brain injuri  post concuss syndrom  musculoskelet problem  musculoskelet condit  progress spastic  nerv conduct electromyographi  movement disord,nan,dr  hwang amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  hwang amaz doctor #nationaldoctorsday2015 #virtualflower1,,physic medicin rehabilit,27,neuropathi  nerv damag  lyrica  gabapentin,pain neuropathi feet  lyrica didnt help  gabapenten didnt work  would small dose combin work
